x(m), y(m), heading(rad)  
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
-0.000048, 0.000111, 0.000713 
-0.000048, 0.000111, 0.000714 
-0.000049, 0.000114, 0.000730 
-0.000050, 0.000116, 0.000745 
-0.000051, 0.000119, 0.000761 
-0.000052, 0.000121, 0.000776 
-0.000053, 0.000124, 0.000792 
-0.000054, 0.000126, 0.000808 
-0.000055, 0.000128, 0.000823 
-0.000056, 0.000131, 0.000839 
-0.000057, 0.000133, 0.000854 
-0.000058, 0.000136, 0.000870 
-0.000060, 0.000138, 0.000886 
-0.000061, 0.000141, 0.000902 
-0.000062, 0.000143, 0.000917 
-0.000063, 0.000146, 0.000933 
-0.000064, 0.000148, 0.000948 
-0.000065, 0.000150, 0.000964 
-0.000066, 0.000153, 0.000980 
-0.000067, 0.000155, 0.000995 
-0.000068, 0.000158, 0.001011 
-0.000069, 0.000160, 0.001026 
-0.000070, 0.000163, 0.001042 
-0.000071, 0.000165, 0.001057 
-0.000072, 0.000167, 0.001073 
-0.000073, 0.000170, 0.001089 
-0.000074, 0.000172, 0.001104 
-0.000075, 0.000175, 0.001120 
-0.000076, 0.000177, 0.001136 
-0.000077, 0.000180, 0.001151 
-0.000078, 0.000182, 0.001167 
-0.000080, 0.000185, 0.001182 
-0.000081, 0.000187, 0.001198 
-0.000082, 0.000189, 0.001213 
-0.000083, 0.000192, 0.001229 
0.001379, -0.001165, 0.007533 
0.001381, -0.001167, 0.007540 
0.001393, -0.001177, 0.007599 
