x(m), y(m), heading(rad)  
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
-0.000072, 0.002753, 0.000131 
-0.000072, 0.002755, 0.000131 
-0.000073, 0.002807, 0.000134 
-0.000075, 0.002868, 0.000137 
-0.000076, 0.002929, 0.000140 
-0.000078, 0.002991, 0.000143 
-0.000079, 0.003052, 0.000146 
-0.000081, 0.003112, 0.000148 
-0.000083, 0.003174, 0.000151 
-0.000084, 0.003236, 0.000154 
-0.000086, 0.003298, 0.000157 
-0.000087, 0.003359, 0.000160 
-0.000089, 0.003420, 0.000163 
-0.000091, 0.003481, 0.000166 
-0.000092, 0.003543, 0.000169 
-0.000094, 0.003604, 0.000172 
-0.000095, 0.003665, 0.000175 
-0.000097, 0.003730, 0.000178 
-0.000099, 0.003789, 0.000181 
-0.000100, 0.003849, 0.000184 
-0.000102, 0.003912, 0.000187 
-0.000103, 0.003972, 0.000189 
-0.000105, 0.004034, 0.000192 
-0.000107, 0.004096, 0.000195 
-0.000108, 0.004157, 0.000198 
-0.000110, 0.004217, 0.000201 
-0.000111, 0.004279, 0.000204 
-0.000113, 0.004341, 0.000207 
-0.000115, 0.004402, 0.000210 
-0.000116, 0.004464, 0.000213 
-0.000118, 0.004525, 0.000216 
-0.000119, 0.004586, 0.000219 
-0.000121, 0.004647, 0.000222 
-0.000123, 0.004710, 0.000225 
-0.000124, 0.004771, 0.000227 
-0.000126, 0.004832, 0.000230 
-0.000127, 0.004894, 0.000233 
